,start,end,duration_mins,cluster,implicated_vars,z_scores
270,2017-06-14 12:20:00,2017-06-14 12:30:00,10.0,3,"Cyclone_Inlet_Gas_Temp, Cyclone_Inlet_Draft","Cyclone_Inlet_Gas_Temp: 4.97, Cyclone_Inlet_Draft: 3.43"
271,2017-06-16 23:05:00,2017-06-16 23:15:00,10.0,3,"Cyclone_Inlet_Draft, Cyclone_Inlet_Gas_Temp","Cyclone_Inlet_Draft: 4.61, Cyclone_Inlet_Gas_Temp: 4.38"
272,2017-06-16 23:35:00,2017-06-16 23:50:00,15.0,3,"Cyclone_Inlet_Gas_Temp, Cyclone_Material_Temp","Cyclone_Inlet_Gas_Temp: 5.11, Cyclone_Material_Temp: 3.41"
273,2017-06-25 09:20:00,2017-06-25 09:35:00,15.0,3,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft","Cyclone_Inlet_Draft: 4.54, Cyclone_Outlet_Gas_draft: 4.39"
274,2017-06-30 16:25:00,2017-06-30 16:35:00,10.0,3,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft","Cyclone_Inlet_Draft: 6.19, Cyclone_Outlet_Gas_draft: 5.73"
275,2017-07-31 16:35:00,2017-07-31 17:00:00,25.0,3,"Cyclone_Outlet_Gas_draft, Cyclone_Inlet_Draft","Cyclone_Outlet_Gas_draft: 3.91, Cyclone_Inlet_Draft: 3.87"
276,2017-09-14 03:35:00,2017-09-14 03:45:00,10.0,3,"Cyclone_Outlet_Gas_draft, Cyclone_Inlet_Gas_Temp","Cyclone_Outlet_Gas_draft: 4.14, Cyclone_Inlet_Gas_Temp: 3.88"
277,2017-09-14 04:50:00,2017-09-14 05:05:00,15.0,3,"Cyclone_Inlet_Draft, Cyclone_Inlet_Gas_Temp","Cyclone_Inlet_Draft: 3.71, Cyclone_Inlet_Gas_Temp: 3.52"
278,2017-09-17 19:50:00,2017-09-17 20:15:00,25.0,3,"Cyclone_Outlet_Gas_draft, Cyclone_Inlet_Draft","Cyclone_Outlet_Gas_draft: 5.04, Cyclone_Inlet_Draft: 4.57"
279,2017-10-21 19:10:00,2017-10-21 20:00:00,50.0,3,"Cyclone_Inlet_Gas_Temp, Cyclone_Outlet_Gas_draft","Cyclone_Inlet_Gas_Temp: 5.03, Cyclone_Outlet_Gas_draft: 3.60"
280,2017-11-16 19:50:00,2017-11-16 20:00:00,10.0,3,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft","Cyclone_Inlet_Draft: 4.26, Cyclone_Outlet_Gas_draft: 4.25"
281,2017-12-09 11:20:00,2017-12-09 11:35:00,15.0,3,"Cyclone_Inlet_Gas_Temp, Cyclone_Inlet_Draft","Cyclone_Inlet_Gas_Temp: 4.40, Cyclone_Inlet_Draft: 3.58"
282,2018-02-23 14:25:00,2018-02-23 14:35:00,10.0,3,"Cyclone_Gas_Outlet_Temp, Cyclone_Inlet_Gas_Temp","Cyclone_Gas_Outlet_Temp: 5.19, Cyclone_Inlet_Gas_Temp: 5.13"
283,2018-03-07 07:30:00,2018-03-07 07:40:00,10.0,3,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft","Cyclone_Inlet_Draft: 4.80, Cyclone_Outlet_Gas_draft: 4.02"
284,2018-03-20 19:50:00,2018-03-20 20:25:00,35.0,3,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft","Cyclone_Inlet_Draft: 4.25, Cyclone_Outlet_Gas_draft: 3.65"
285,2018-04-04 05:55:00,2018-04-04 06:05:00,10.0,3,"Cyclone_Inlet_Draft, Cyclone_Inlet_Gas_Temp","Cyclone_Inlet_Draft: 4.93, Cyclone_Inlet_Gas_Temp: 3.59"
286,2018-04-27 03:50:00,2018-04-27 04:10:00,20.0,3,"Cyclone_Gas_Outlet_Temp, Cyclone_Material_Temp","Cyclone_Gas_Outlet_Temp: 6.51, Cyclone_Material_Temp: 4.36"
287,2018-06-19 16:55:00,2018-06-19 17:10:00,15.0,3,"Cyclone_Material_Temp, Cyclone_Inlet_Gas_Temp","Cyclone_Material_Temp: 5.16, Cyclone_Inlet_Gas_Temp: 4.85"
288,2018-07-10 16:00:00,2018-07-10 16:10:00,10.0,3,"Cyclone_Inlet_Gas_Temp, Cyclone_Inlet_Draft","Cyclone_Inlet_Gas_Temp: 4.95, Cyclone_Inlet_Draft: 4.30"
289,2018-07-14 00:50:00,2018-07-14 01:00:00,10.0,3,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft","Cyclone_Inlet_Draft: 3.82, Cyclone_Outlet_Gas_draft: 3.41"
290,2018-07-14 01:25:00,2018-07-14 01:50:00,25.0,3,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft","Cyclone_Inlet_Draft: 4.84, Cyclone_Outlet_Gas_draft: 4.29"
291,2018-07-16 09:30:00,2018-07-16 09:40:00,10.0,3,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft","Cyclone_Inlet_Draft: 5.18, Cyclone_Outlet_Gas_draft: 4.35"
292,2018-07-21 23:00:00,2018-07-21 23:10:00,10.0,3,"Cyclone_Inlet_Gas_Temp, Cyclone_Gas_Outlet_Temp","Cyclone_Inlet_Gas_Temp: 4.83, Cyclone_Gas_Outlet_Temp: 3.77"
293,2018-09-03 05:00:00,2018-09-03 05:15:00,15.0,3,"Cyclone_Inlet_Gas_Temp, Cyclone_Inlet_Draft","Cyclone_Inlet_Gas_Temp: 4.41, Cyclone_Inlet_Draft: 4.09"
294,2018-09-12 12:20:00,2018-09-12 12:30:00,10.0,3,"Cyclone_Inlet_Gas_Temp, Cyclone_Material_Temp","Cyclone_Inlet_Gas_Temp: 4.41, Cyclone_Material_Temp: 4.01"
295,2019-01-12 06:45:00,2019-01-12 07:10:00,25.0,3,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft","Cyclone_Inlet_Draft: 4.12, Cyclone_Outlet_Gas_draft: 3.78"
296,2019-02-11 21:20:00,2019-02-11 21:35:00,15.0,3,"Cyclone_Inlet_Gas_Temp, Cyclone_Gas_Outlet_Temp","Cyclone_Inlet_Gas_Temp: 4.27, Cyclone_Gas_Outlet_Temp: 3.10"
297,2019-02-12 09:40:00,2019-02-12 09:50:00,10.0,3,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft","Cyclone_Inlet_Draft: 4.19, Cyclone_Outlet_Gas_draft: 3.32"
298,2019-02-17 06:35:00,2019-02-17 06:50:00,15.0,3,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft","Cyclone_Inlet_Draft: 4.14, Cyclone_Outlet_Gas_draft: 3.93"
299,2019-02-17 07:20:00,2019-02-17 08:00:00,40.0,3,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft","Cyclone_Inlet_Draft: 4.43, Cyclone_Outlet_Gas_draft: 4.14"
300,2019-02-17 08:45:00,2019-02-17 08:55:00,10.0,3,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft","Cyclone_Inlet_Draft: 4.74, Cyclone_Outlet_Gas_draft: 4.47"
301,2019-02-17 14:05:00,2019-02-17 14:55:00,50.0,3,"Cyclone_Outlet_Gas_draft, Cyclone_Inlet_Draft","Cyclone_Outlet_Gas_draft: 3.92, Cyclone_Inlet_Draft: 3.83"
302,2019-02-17 15:20:00,2019-02-17 15:30:00,10.0,3,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft","Cyclone_Inlet_Draft: 4.17, Cyclone_Outlet_Gas_draft: 4.04"
303,2019-02-17 17:20:00,2019-02-17 17:35:00,15.0,3,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft","Cyclone_Inlet_Draft: 4.43, Cyclone_Outlet_Gas_draft: 4.23"
304,2019-02-17 18:20:00,2019-02-17 18:50:00,30.0,3,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft","Cyclone_Inlet_Draft: 3.96, Cyclone_Outlet_Gas_draft: 3.87"
305,2019-02-17 20:25:00,2019-02-17 21:20:00,55.0,3,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft","Cyclone_Inlet_Draft: 3.90, Cyclone_Outlet_Gas_draft: 3.84"
306,2019-02-17 22:05:00,2019-02-17 22:50:00,45.0,3,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft","Cyclone_Inlet_Draft: 4.35, Cyclone_Outlet_Gas_draft: 4.05"
307,2019-02-18 00:05:00,2019-02-18 00:40:00,35.0,3,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft","Cyclone_Inlet_Draft: 4.03, Cyclone_Outlet_Gas_draft: 3.89"
308,2019-02-18 01:35:00,2019-02-18 01:45:00,10.0,3,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft","Cyclone_Inlet_Draft: 4.36, Cyclone_Outlet_Gas_draft: 3.98"
309,2019-02-18 03:20:00,2019-02-18 04:05:00,45.0,3,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft","Cyclone_Inlet_Draft: 3.83, Cyclone_Outlet_Gas_draft: 3.76"
310,2019-02-18 09:35:00,2019-02-18 10:20:00,45.0,3,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft","Cyclone_Inlet_Draft: 4.29, Cyclone_Outlet_Gas_draft: 3.96"
311,2019-02-25 17:15:00,2019-02-25 17:35:00,20.0,3,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft","Cyclone_Inlet_Draft: 4.80, Cyclone_Outlet_Gas_draft: 3.90"
312,2019-03-18 18:10:00,2019-03-18 18:20:00,10.0,3,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft","Cyclone_Inlet_Draft: 4.64, Cyclone_Outlet_Gas_draft: 4.46"
313,2019-03-21 15:50:00,2019-03-21 16:05:00,15.0,3,"Cyclone_Inlet_Draft, Cyclone_Material_Temp","Cyclone_Inlet_Draft: 3.31, Cyclone_Material_Temp: 2.63"
314,2019-04-07 17:40:00,2019-04-07 18:15:00,35.0,3,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft","Cyclone_Inlet_Draft: 3.80, Cyclone_Outlet_Gas_draft: 3.42"
315,2019-04-13 15:25:00,2019-04-13 15:35:00,10.0,3,"Cyclone_Inlet_Gas_Temp, Cyclone_cone_draft","Cyclone_Inlet_Gas_Temp: 3.78, Cyclone_cone_draft: 3.41"
316,2019-04-13 15:55:00,2019-04-13 16:40:00,45.0,3,"Cyclone_Inlet_Gas_Temp, Cyclone_cone_draft","Cyclone_Inlet_Gas_Temp: 4.45, Cyclone_cone_draft: 3.96"
317,2019-04-21 08:45:00,2019-04-21 09:05:00,20.0,3,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft","Cyclone_Inlet_Draft: 3.59, Cyclone_Outlet_Gas_draft: 3.51"
318,2019-04-29 08:00:00,2019-04-29 08:10:00,10.0,3,"Cyclone_cone_draft, Cyclone_Inlet_Gas_Temp","Cyclone_cone_draft: 4.43, Cyclone_Inlet_Gas_Temp: 2.94"
319,2019-04-30 15:00:00,2019-04-30 15:15:00,15.0,3,"Cyclone_Inlet_Gas_Temp, Cyclone_Gas_Outlet_Temp","Cyclone_Inlet_Gas_Temp: 4.99, Cyclone_Gas_Outlet_Temp: 3.22"
320,2019-05-14 11:50:00,2019-05-14 12:15:00,25.0,3,"Cyclone_Inlet_Draft, Cyclone_cone_draft","Cyclone_Inlet_Draft: 4.52, Cyclone_cone_draft: 3.86"
321,2019-05-14 12:50:00,2019-05-14 15:10:00,140.0,3,"Cyclone_Inlet_Draft, Cyclone_cone_draft","Cyclone_Inlet_Draft: 3.97, Cyclone_cone_draft: 3.67"
322,2019-05-15 05:30:00,2019-05-15 05:40:00,10.0,3,"Cyclone_Inlet_Gas_Temp, Cyclone_Material_Temp","Cyclone_Inlet_Gas_Temp: 3.24, Cyclone_Material_Temp: 3.16"
323,2019-06-22 14:50:00,2019-06-22 15:40:00,50.0,3,"Cyclone_Outlet_Gas_draft, Cyclone_Inlet_Draft","Cyclone_Outlet_Gas_draft: 3.77, Cyclone_Inlet_Draft: 3.52"
324,2019-06-22 16:35:00,2019-06-22 17:10:00,35.0,3,"Cyclone_Outlet_Gas_draft, Cyclone_cone_draft","Cyclone_Outlet_Gas_draft: 3.49, Cyclone_cone_draft: 3.41"
325,2019-07-19 01:30:00,2019-07-19 02:05:00,35.0,3,"Cyclone_cone_draft, Cyclone_Inlet_Gas_Temp","Cyclone_cone_draft: 4.01, Cyclone_Inlet_Gas_Temp: 3.54"
326,2019-07-19 21:15:00,2019-07-19 21:25:00,10.0,3,"Cyclone_Inlet_Draft, Cyclone_cone_draft","Cyclone_Inlet_Draft: 3.99, Cyclone_cone_draft: 3.96"
327,2019-10-27 18:00:00,2019-10-27 18:20:00,20.0,3,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft","Cyclone_Inlet_Draft: 4.45, Cyclone_Outlet_Gas_draft: 4.21"
328,2019-12-25 07:00:00,2019-12-25 08:35:00,95.0,3,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft","Cyclone_Inlet_Draft: 4.88, Cyclone_Outlet_Gas_draft: 4.62"
